AGEP,COW,SCHL,MAR,OCCP,RELP,WKHP,SEX,RAC1P,PINCP
32.0,4.0,12.0,5.0,6410.0,16.0,32.0,1.0,1.0,0
40.0,1.0,16.0,4.0,5810.0,0.0,40.0,2.0,1.0,0
73.0,1.0,16.0,3.0,8225.0,0.0,20.0,1.0,1.0,0
23.0,5.0,12.0,5.0,1530.0,0.0,40.0,1.0,1.0,1
51.0,6.0,21.0,1.0,440.0,0.0,40.0,1.0,1.0,1
54.0,7.0,21.0,1.0,4010.0,1.0,7.0,2.0,1.0,0
54.0,1.0,20.0,3.0,5740.0,0.0,40.0,2.0,1.0,0
20.0,1.0,16.0,5.0,4110.0,2.0,30.0,2.0,1.0,0
20.0,1.0,19.0,5.0,9130.0,2.0,30.0,1.0,6.0,0
31.0,3.0,21.0,4.0,2310.0,2.0,40.0,2.0,1.0,0
68.0,4.0,17.0,1.0,4600.0,0.0,20.0,1.0,1.0,0
24.0,1.0,21.0,5.0,140.0,12.0,40.0,1.0,1.0,1
38.0,1.0,19.0,5.0,3649.0,0.0,40.0,2.0,1.0,0
27.0,1.0,24.0,5.0,3250.0,15.0,42.0,2.0,1.0,0
25.0,1.0,16.0,5.0,9640.0,0.0,40.0,2.0,1.0,0
39.0,1.0,19.0,1.0,9130.0,0.0,40.0,1.0,2.0,1
19.0,1.0,19.0,5.0,2350.0,17.0,37.0,2.0,1.0,0
37.0,1.0,19.0,1.0,4720.0,2.0,40.0,1.0,1.0,0
32.0,1.0,21.0,5.0,530.0,0.0,40.0,1.0,1.0,1
44.0,1.0,17.0,1.0,9130.0,1.0,70.0,1.0,1.0,1
60.0,2.0,21.0,3.0,800.0,0.0,40.0,2.0,8.0,0
20.0,1.0,19.0,5.0,4760.0,15.0,30.0,2.0,6.0,0
68.0,4.0,22.0,1.0,5000.0,0.0,40.0,1.0,1.0,1
60.0,3.0,16.0,5.0,4220.0,2.0,40.0,1.0,1.0,0
18.0,3.0,16.0,5.0,725.0,17.0,14.0,1.0,6.0,0
59.0,1.0,20.0,1.0,5240.0,1.0,40.0,2.0,1.0,0
60.0,2.0,16.0,3.0,3603.0,0.0,32.0,2.0,1.0,0
61.0,3.0,22.0,1.0,440.0,0.0,50.0,1.0,1.0,1
20.0,3.0,19.0,5.0,3602.0,2.0,36.0,2.0,2.0,0
43.0,1.0,18.0,1.0,7640.0,1.0,40.0,1.0,1.0,1
64.0,2.0,22.0,1.0,230.0,1.0,38.0,2.0,9.0,1
68.0,1.0,16.0,1.0,4850.0,1.0,40.0,2.0,1.0,1
43.0,1.0,19.0,5.0,4720.0,0.0,36.0,2.0,1.0,1
44.0,3.0,23.0,1.0,2100.0,1.0,40.0,2.0,1.0,1
53.0,1.0,19.0,5.0,4210.0,16.0,60.0,1.0,8.0,0
49.0,1.0,21.0,3.0,1980.0,0.0,40.0,2.0,1.0,1
31.0,2.0,21.0,5.0,3255.0,0.0,55.0,2.0,6.0,1
29.0,1.0,19.0,1.0,7905.0,1.0,40.0,1.0,1.0,0
25.0,1.0,21.0,5.0,4220.0,12.0,35.0,1.0,6.0,0
58.0,2.0,20.0,1.0,5510.0,0.0,40.0,1.0,8.0,0
46.0,1.0,23.0,1.0,3010.0,0.0,38.0,1.0,1.0,1
25.0,1.0,21.0,5.0,1021.0,0.0,40.0,1.0,1.0,1
76.0,1.0,21.0,2.0,120.0,0.0,40.0,1.0,1.0,1
63.0,1.0,21.0,1.0,735.0,0.0,45.0,2.0,1.0,1
36.0,2.0,22.0,1.0,2310.0,1.0,50.0,2.0,1.0,1
36.0,1.0,22.0,5.0,1410.0,0.0,50.0,1.0,1.0,1
80.0,1.0,16.0,3.0,4760.0,0.0,24.0,1.0,1.0,1
26.0,1.0,19.0,5.0,9645.0,13.0,30.0,2.0,6.0,0
26.0,6.0,16.0,5.0,4521.0,0.0,40.0,2.0,2.0,0
50.0,1.0,19.0,4.0,800.0,2.0,40.0,2.0,8.0,0
22.0,1.0,19.0,5.0,4720.0,7.0,18.0,1.0,7.0,0
42.0,5.0,21.0,1.0,1050.0,0.0,50.0,2.0,1.0,1
53.0,1.0,20.0,5.0,3515.0,5.0,37.0,2.0,1.0,0
27.0,1.0,20.0,5.0,800.0,2.0,40.0,1.0,1.0,0
30.0,1.0,19.0,1.0,3500.0,0.0,60.0,2.0,1.0,1
63.0,1.0,19.0,5.0,9130.0,11.0,50.0,1.0,8.0,0
58.0,2.0,23.0,5.0,1610.0,0.0,56.0,1.0,1.0,1
22.0,1.0,19.0,5.0,2830.0,0.0,10.0,2.0,1.0,0
61.0,6.0,16.0,1.0,5820.0,1.0,32.0,2.0,1.0,0
47.0,1.0,18.0,4.0,6800.0,16.0,40.0,1.0,1.0,0
31.0,1.0,12.0,5.0,4030.0,2.0,30.0,2.0,1.0,0
32.0,1.0,20.0,3.0,4110.0,12.0,50.0,1.0,1.0,1
25.0,1.0,16.0,1.0,9130.0,0.0,8.0,1.0,1.0,0
26.0,1.0,17.0,5.0,2014.0,0.0,45.0,2.0,9.0,0
35.0,1.0,20.0,1.0,5860.0,1.0,40.0,2.0,1.0,0
59.0,1.0,23.0,1.0,8760.0,1.0,35.0,2.0,1.0,0
32.0,1.0,18.0,5.0,5240.0,0.0,50.0,1.0,9.0,0
23.0,2.0,21.0,5.0,5820.0,0.0,35.0,2.0,6.0,0
49.0,1.0,16.0,1.0,5240.0,1.0,40.0,2.0,1.0,0
22.0,1.0,19.0,5.0,4150.0,2.0,40.0,2.0,1.0,0
50.0,1.0,20.0,1.0,3255.0,1.0,40.0,2.0,1.0,1
69.0,8.0,22.0,1.0,440.0,0.0,32.0,1.0,1.0,1
46.0,1.0,16.0,5.0,4220.0,0.0,40.0,2.0,8.0,0
49.0,4.0,19.0,5.0,5940.0,0.0,50.0,1.0,1.0,1
68.0,2.0,20.0,3.0,4920.0,0.0,40.0,2.0,1.0,0
45.0,1.0,21.0,1.0,4760.0,1.0,40.0,2.0,8.0,0
39.0,1.0,19.0,1.0,9130.0,9.0,40.0,1.0,1.0,0
42.0,1.0,21.0,1.0,2920.0,0.0,65.0,1.0,8.0,1
26.0,1.0,16.0,5.0,9620.0,5.0,30.0,2.0,6.0,0
41.0,1.0,19.0,1.0,5240.0,1.0,16.0,2.0,1.0,0
28.0,1.0,21.0,5.0,2634.0,0.0,55.0,1.0,7.0,1
67.0,3.0,19.0,1.0,2545.0,16.0,9.0,2.0,2.0,0
77.0,1.0,18.0,5.0,5120.0,0.0,12.0,1.0,1.0,0
67.0,1.0,15.0,1.0,4600.0,1.0,20.0,2.0,1.0,0
29.0,3.0,21.0,5.0,1760.0,0.0,50.0,2.0,6.0,0
57.0,4.0,23.0,1.0,10.0,1.0,60.0,1.0,1.0,1
54.0,3.0,21.0,3.0,2310.0,0.0,40.0,2.0,1.0,1
48.0,1.0,16.0,1.0,9130.0,0.0,45.0,1.0,1.0,1
26.0,1.0,16.0,5.0,5000.0,0.0,40.0,2.0,1.0,0
23.0,1.0,21.0,5.0,4800.0,0.0,40.0,2.0,1.0,0
33.0,1.0,16.0,3.0,5240.0,0.0,40.0,2.0,1.0,1
51.0,1.0,16.0,3.0,4720.0,2.0,25.0,2.0,1.0,0
43.0,1.0,22.0,1.0,735.0,1.0,40.0,2.0,8.0,0
52.0,1.0,19.0,1.0,4510.0,1.0,20.0,1.0,1.0,0
59.0,6.0,23.0,1.0,2100.0,1.0,57.0,1.0,1.0,1
26.0,1.0,22.0,5.0,2002.0,2.0,40.0,1.0,8.0,1
27.0,1.0,21.0,1.0,630.0,1.0,40.0,2.0,1.0,1
46.0,1.0,18.0,1.0,4700.0,0.0,45.0,1.0,1.0,1
18.0,2.0,19.0,5.0,4760.0,2.0,28.0,1.0,1.0,0
38.0,3.0,20.0,1.0,3820.0,2.0,50.0,1.0,1.0,1
52.0,1.0,21.0,1.0,440.0,0.0,40.0,2.0,1.0,1
32.0,7.0,21.0,1.0,2360.0,1.0,30.0,2.0,1.0,0
29.0,1.0,21.0,5.0,735.0,2.0,25.0,2.0,1.0,0
42.0,1.0,20.0,1.0,3602.0,0.0,72.0,2.0,1.0,0
18.0,1.0,16.0,5.0,4030.0,3.0,25.0,2.0,2.0,0
38.0,1.0,22.0,1.0,1006.0,1.0,40.0,1.0,1.0,1
21.0,1.0,19.0,5.0,9110.0,17.0,16.0,2.0,6.0,0
24.0,2.0,21.0,5.0,420.0,2.0,40.0,1.0,1.0,0
17.0,1.0,14.0,5.0,4020.0,7.0,25.0,1.0,1.0,0
51.0,1.0,16.0,1.0,800.0,1.0,40.0,2.0,1.0,1
21.0,1.0,19.0,5.0,4720.0,2.0,30.0,1.0,8.0,0
38.0,1.0,22.0,1.0,220.0,0.0,45.0,1.0,8.0,1
27.0,1.0,19.0,5.0,3930.0,0.0,40.0,1.0,2.0,1
31.0,1.0,20.0,1.0,8650.0,0.0,55.0,1.0,1.0,1
18.0,1.0,18.0,5.0,2350.0,17.0,15.0,2.0,9.0,0
37.0,1.0,19.0,1.0,6010.0,1.0,40.0,1.0,1.0,1
61.0,1.0,24.0,1.0,3250.0,1.0,30.0,2.0,1.0,0
46.0,1.0,19.0,1.0,4840.0,0.0,35.0,1.0,1.0,1
24.0,1.0,21.0,5.0,1360.0,2.0,40.0,1.0,6.0,1
26.0,1.0,16.0,5.0,8800.0,16.0,60.0,1.0,2.0,0
54.0,5.0,20.0,1.0,6660.0,1.0,36.0,1.0,3.0,0
24.0,1.0,20.0,5.0,9645.0,0.0,40.0,1.0,9.0,0
42.0,6.0,21.0,1.0,4920.0,0.0,50.0,1.0,1.0,0
64.0,1.0,18.0,1.0,5120.0,1.0,25.0,1.0,1.0,0
38.0,1.0,20.0,5.0,9610.0,2.0,40.0,1.0,1.0,0
31.0,1.0,16.0,1.0,5000.0,2.0,50.0,2.0,1.0,1
25.0,1.0,19.0,1.0,4700.0,1.0,50.0,1.0,1.0,1
61.0,7.0,20.0,2.0,4920.0,0.0,20.0,2.0,1.0,1
32.0,4.0,21.0,1.0,230.0,0.0,30.0,1.0,1.0,0
48.0,1.0,20.0,1.0,1108.0,1.0,40.0,1.0,1.0,1
53.0,1.0,19.0,1.0,136.0,1.0,40.0,2.0,1.0,1
67.0,1.0,16.0,1.0,9130.0,0.0,24.0,1.0,1.0,0
63.0,1.0,16.0,1.0,6200.0,0.0,40.0,1.0,1.0,1
57.0,3.0,19.0,1.0,5320.0,1.0,20.0,2.0,1.0,0
23.0,1.0,16.0,5.0,4330.0,2.0,32.0,2.0,6.0,0
73.0,7.0,24.0,1.0,6115.0,0.0,4.0,1.0,1.0,0
46.0,8.0,16.0,3.0,6260.0,2.0,40.0,1.0,1.0,0
50.0,1.0,21.0,1.0,600.0,0.0,40.0,1.0,1.0,1
18.0,1.0,18.0,5.0,4720.0,17.0,12.0,2.0,1.0,0
37.0,1.0,16.0,1.0,220.0,0.0,60.0,1.0,1.0,1
30.0,4.0,11.0,1.0,9600.0,16.0,32.0,1.0,1.0,1
22.0,1.0,16.0,5.0,9610.0,10.0,40.0,1.0,8.0,0
62.0,1.0,21.0,1.0,150.0,1.0,40.0,1.0,1.0,0
48.0,6.0,20.0,1.0,220.0,1.0,40.0,1.0,1.0,0
21.0,1.0,16.0,1.0,4251.0,0.0,13.0,1.0,1.0,0
41.0,3.0,24.0,5.0,2100.0,0.0,40.0,2.0,2.0,1
22.0,6.0,21.0,5.0,2360.0,15.0,4.0,2.0,6.0,0
30.0,1.0,19.0,5.0,3645.0,0.0,75.0,2.0,1.0,0
55.0,1.0,17.0,3.0,6442.0,0.0,40.0,1.0,1.0,1
21.0,1.0,16.0,5.0,5522.0,7.0,40.0,2.0,9.0,0
41.0,3.0,21.0,1.0,1050.0,0.0,40.0,1.0,1.0,1
37.0,3.0,22.0,1.0,2310.0,0.0,40.0,2.0,8.0,1
18.0,2.0,16.0,5.0,4435.0,17.0,20.0,2.0,1.0,0
32.0,1.0,16.0,5.0,6355.0,2.0,40.0,1.0,1.0,1
65.0,7.0,21.0,1.0,205.0,0.0,20.0,1.0,1.0,1
74.0,4.0,23.0,1.0,2100.0,0.0,32.0,1.0,1.0,1
30.0,1.0,20.0,1.0,4700.0,0.0,40.0,1.0,1.0,1
17.0,1.0,14.0,5.0,4720.0,2.0,16.0,1.0,1.0,0
55.0,1.0,21.0,1.0,1320.0,1.0,50.0,2.0,6.0,1
33.0,1.0,19.0,1.0,3640.0,1.0,32.0,2.0,1.0,0
58.0,3.0,21.0,5.0,2014.0,5.0,40.0,2.0,2.0,0
50.0,6.0,21.0,3.0,440.0,0.0,60.0,2.0,1.0,1
31.0,2.0,16.0,1.0,4330.0,0.0,40.0,2.0,1.0,0
47.0,1.0,16.0,3.0,4700.0,6.0,40.0,2.0,1.0,0
28.0,4.0,21.0,1.0,2310.0,1.0,40.0,2.0,1.0,0
57.0,1.0,21.0,1.0,5820.0,1.0,40.0,2.0,6.0,0
43.0,1.0,21.0,5.0,4000.0,13.0,47.0,1.0,1.0,1
63.0,1.0,22.0,5.0,9645.0,10.0,35.0,1.0,1.0,1
46.0,1.0,16.0,1.0,4230.0,0.0,40.0,2.0,8.0,0
26.0,1.0,16.0,5.0,7420.0,2.0,40.0,1.0,1.0,0
34.0,1.0,21.0,5.0,2600.0,0.0,40.0,1.0,8.0,1
63.0,1.0,16.0,1.0,5740.0,0.0,32.0,2.0,1.0,1
33.0,1.0,16.0,5.0,4700.0,15.0,40.0,1.0,1.0,0
56.0,1.0,20.0,1.0,4540.0,0.0,40.0,1.0,1.0,0
55.0,1.0,21.0,4.0,800.0,0.0,40.0,2.0,1.0,1
39.0,1.0,20.0,3.0,410.0,13.0,8.0,2.0,8.0,0
32.0,7.0,21.0,1.0,2850.0,2.0,60.0,1.0,9.0,1
26.0,1.0,21.0,5.0,845.0,12.0,50.0,1.0,1.0,1
54.0,1.0,21.0,1.0,2840.0,0.0,42.0,2.0,1.0,1
44.0,1.0,16.0,5.0,9620.0,0.0,40.0,2.0,1.0,0
47.0,5.0,18.0,1.0,2300.0,0.0,40.0,2.0,1.0,0
48.0,1.0,16.0,2.0,5330.0,0.0,40.0,2.0,1.0,1
44.0,1.0,19.0,1.0,51.0,1.0,45.0,2.0,6.0,1
33.0,3.0,18.0,5.0,6200.0,0.0,40.0,1.0,9.0,0
70.0,6.0,19.0,3.0,4230.0,0.0,40.0,2.0,1.0,1
21.0,1.0,16.0,5.0,4040.0,2.0,14.0,1.0,1.0,0
38.0,3.0,19.0,3.0,440.0,0.0,40.0,2.0,8.0,1
28.0,1.0,21.0,5.0,4760.0,7.0,40.0,1.0,8.0,1
54.0,1.0,13.0,3.0,9620.0,13.0,25.0,1.0,1.0,0
35.0,1.0,24.0,1.0,2100.0,0.0,30.0,2.0,1.0,1
23.0,1.0,21.0,5.0,4010.0,12.0,40.0,2.0,1.0,0
29.0,3.0,21.0,5.0,3802.0,0.0,40.0,2.0,1.0,0
67.0,1.0,21.0,1.0,7340.0,0.0,40.0,1.0,1.0,1
66.0,4.0,17.0,1.0,5740.0,1.0,40.0,2.0,1.0,0
42.0,3.0,16.0,1.0,2545.0,1.0,20.0,2.0,1.0,0
42.0,5.0,22.0,1.0,3110.0,1.0,45.0,1.0,1.0,1
20.0,1.0,14.0,5.0,4030.0,10.0,24.0,1.0,6.0,0
63.0,1.0,19.0,1.0,5240.0,0.0,40.0,2.0,6.0,1
51.0,1.0,22.0,1.0,2310.0,0.0,40.0,1.0,1.0,1
28.0,1.0,19.0,5.0,5240.0,0.0,40.0,2.0,1.0,0
68.0,2.0,18.0,3.0,4720.0,0.0,14.0,2.0,1.0,0
58.0,1.0,16.0,3.0,7750.0,0.0,40.0,1.0,1.0,0
33.0,1.0,21.0,1.0,520.0,0.0,45.0,1.0,1.0,0
50.0,1.0,16.0,5.0,4220.0,0.0,40.0,2.0,1.0,0
31.0,1.0,21.0,1.0,5860.0,1.0,40.0,2.0,8.0,0
43.0,7.0,21.0,1.0,4655.0,0.0,20.0,2.0,1.0,1
37.0,1.0,20.0,5.0,160.0,0.0,55.0,1.0,9.0,1
40.0,5.0,19.0,2.0,8140.0,0.0,55.0,1.0,1.0,0
23.0,1.0,16.0,5.0,4120.0,5.0,25.0,1.0,9.0,0
31.0,1.0,21.0,1.0,1021.0,1.0,40.0,2.0,6.0,1
44.0,1.0,18.0,3.0,7010.0,0.0,40.0,1.0,9.0,0
63.0,1.0,19.0,1.0,1021.0,11.0,50.0,1.0,1.0,1
27.0,1.0,21.0,5.0,5740.0,2.0,40.0,2.0,8.0,0
59.0,3.0,22.0,1.0,2310.0,1.0,35.0,2.0,1.0,0
21.0,5.0,19.0,5.0,4600.0,2.0,35.0,2.0,6.0,0
48.0,3.0,21.0,1.0,3930.0,0.0,40.0,1.0,6.0,1
70.0,1.0,21.0,2.0,5300.0,0.0,60.0,2.0,1.0,1
52.0,6.0,21.0,1.0,4700.0,1.0,20.0,2.0,1.0,0
30.0,1.0,16.0,1.0,5420.0,0.0,40.0,2.0,1.0,0
33.0,3.0,19.0,5.0,3740.0,11.0,50.0,1.0,8.0,1
41.0,4.0,22.0,5.0,2014.0,0.0,40.0,2.0,1.0,0
75.0,6.0,19.0,2.0,2640.0,0.0,48.0,2.0,1.0,0
67.0,1.0,18.0,1.0,8130.0,0.0,16.0,1.0,1.0,1
54.0,1.0,19.0,1.0,440.0,1.0,40.0,2.0,1.0,0
47.0,6.0,19.0,1.0,4920.0,0.0,20.0,2.0,1.0,1
61.0,1.0,16.0,3.0,4220.0,0.0,40.0,1.0,9.0,1
22.0,1.0,20.0,5.0,5240.0,12.0,30.0,2.0,8.0,0
55.0,4.0,16.0,1.0,120.0,1.0,40.0,2.0,2.0,1
18.0,1.0,19.0,5.0,9620.0,17.0,40.0,2.0,1.0,0
50.0,3.0,22.0,1.0,2310.0,1.0,50.0,2.0,1.0,0
53.0,3.0,16.0,3.0,3500.0,0.0,40.0,2.0,2.0,1
28.0,1.0,21.0,1.0,9142.0,0.0,40.0,2.0,1.0,0
23.0,1.0,19.0,5.0,5400.0,2.0,40.0,2.0,8.0,0
54.0,6.0,16.0,1.0,6260.0,0.0,40.0,1.0,1.0,0
26.0,1.0,20.0,5.0,4700.0,2.0,40.0,2.0,9.0,0
33.0,1.0,16.0,5.0,4720.0,2.0,30.0,2.0,8.0,0
28.0,1.0,16.0,5.0,5860.0,2.0,40.0,2.0,6.0,0
26.0,1.0,16.0,5.0,230.0,2.0,40.0,1.0,9.0,0
33.0,1.0,19.0,1.0,5510.0,1.0,30.0,2.0,8.0,0
26.0,2.0,20.0,5.0,5740.0,2.0,30.0,2.0,6.0,0
26.0,2.0,21.0,1.0,2014.0,1.0,37.0,2.0,1.0,0
22.0,1.0,16.0,5.0,6050.0,12.0,90.0,1.0,1.0,0
36.0,5.0,19.0,1.0,800.0,0.0,40.0,1.0,2.0,1
33.0,4.0,21.0,1.0,800.0,1.0,40.0,2.0,1.0,0
28.0,1.0,19.0,5.0,310.0,2.0,40.0,2.0,1.0,0
55.0,1.0,21.0,1.0,120.0,0.0,60.0,2.0,6.0,1
19.0,1.0,19.0,5.0,4760.0,17.0,35.0,2.0,6.0,0
29.0,5.0,18.0,1.0,700.0,0.0,45.0,1.0,1.0,1
62.0,2.0,21.0,5.0,10.0,0.0,45.0,2.0,1.0,1
46.0,3.0,22.0,3.0,2310.0,0.0,40.0,2.0,1.0,1
28.0,1.0,16.0,4.0,4110.0,0.0,20.0,2.0,1.0,0
61.0,1.0,17.0,1.0,5850.0,0.0,15.0,2.0,1.0,0
22.0,1.0,21.0,5.0,4800.0,2.0,40.0,1.0,9.0,0
59.0,1.0,21.0,1.0,4810.0,0.0,40.0,1.0,1.0,1
49.0,1.0,15.0,5.0,4230.0,0.0,7.0,2.0,1.0,0
23.0,6.0,21.0,5.0,4920.0,4.0,30.0,2.0,1.0,0
54.0,1.0,16.0,1.0,8720.0,0.0,40.0,2.0,1.0,0
32.0,1.0,23.0,1.0,3090.0,0.0,50.0,1.0,1.0,1
35.0,1.0,16.0,5.0,4965.0,0.0,25.0,2.0,2.0,0
26.0,1.0,16.0,1.0,520.0,1.0,40.0,1.0,8.0,0
43.0,3.0,18.0,5.0,4055.0,0.0,9.0,2.0,2.0,0
32.0,1.0,19.0,1.0,800.0,10.0,40.0,2.0,9.0,1
28.0,1.0,20.0,5.0,2300.0,2.0,40.0,1.0,1.0,0
49.0,1.0,19.0,5.0,5240.0,8.0,40.0,2.0,2.0,0
25.0,1.0,19.0,5.0,5240.0,2.0,24.0,1.0,1.0,0
41.0,1.0,16.0,1.0,5000.0,10.0,40.0,2.0,2.0,0
21.0,1.0,19.0,5.0,4760.0,2.0,24.0,1.0,8.0,0
30.0,1.0,16.0,5.0,5160.0,0.0,40.0,1.0,2.0,0
41.0,2.0,21.0,1.0,3255.0,0.0,40.0,2.0,1.0,1
59.0,1.0,20.0,3.0,830.0,0.0,45.0,2.0,1.0,1
29.0,1.0,21.0,1.0,440.0,0.0,60.0,1.0,1.0,1
48.0,1.0,18.0,1.0,7420.0,0.0,45.0,1.0,1.0,1
42.0,1.0,16.0,5.0,9645.0,0.0,40.0,1.0,8.0,0
18.0,1.0,18.0,5.0,5400.0,17.0,18.0,1.0,8.0,0
39.0,1.0,23.0,1.0,2100.0,0.0,45.0,2.0,6.0,1
34.0,1.0,16.0,1.0,9600.0,1.0,40.0,1.0,9.0,0
32.0,4.0,21.0,5.0,1108.0,0.0,40.0,1.0,2.0,1
69.0,1.0,21.0,5.0,3940.0,13.0,35.0,1.0,1.0,1
49.0,1.0,19.0,5.0,8740.0,0.0,60.0,1.0,1.0,0
42.0,1.0,16.0,1.0,2360.0,0.0,40.0,2.0,3.0,1
58.0,4.0,16.0,1.0,1108.0,0.0,40.0,1.0,9.0,1
54.0,1.0,19.0,3.0,3500.0,0.0,40.0,2.0,2.0,0
49.0,6.0,16.0,1.0,6460.0,1.0,40.0,1.0,1.0,0
19.0,1.0,16.0,1.0,8990.0,9.0,24.0,2.0,9.0,0
50.0,2.0,17.0,1.0,2050.0,1.0,32.0,2.0,9.0,0
63.0,2.0,21.0,1.0,9121.0,0.0,20.0,1.0,1.0,0
49.0,1.0,20.0,1.0,101.0,0.0,40.0,2.0,1.0,1
41.0,1.0,18.0,1.0,5260.0,1.0,40.0,1.0,9.0,0
22.0,1.0,21.0,5.0,4420.0,2.0,12.0,2.0,1.0,0
37.0,1.0,18.0,3.0,5110.0,13.0,40.0,2.0,1.0,0
24.0,1.0,16.0,5.0,5400.0,12.0,40.0,2.0,6.0,0
19.0,1.0,18.0,5.0,9350.0,17.0,10.0,1.0,2.0,0
61.0,1.0,18.0,5.0,140.0,2.0,45.0,1.0,1.0,0
61.0,2.0,21.0,1.0,5120.0,0.0,40.0,2.0,6.0,1
33.0,1.0,16.0,3.0,5240.0,13.0,40.0,1.0,8.0,1
48.0,1.0,16.0,1.0,5400.0,9.0,80.0,2.0,1.0,0
21.0,5.0,16.0,5.0,710.0,13.0,40.0,1.0,1.0,0
61.0,1.0,16.0,1.0,6360.0,1.0,40.0,1.0,1.0,1
31.0,1.0,14.0,1.0,6305.0,1.0,50.0,1.0,1.0,0
68.0,3.0,20.0,3.0,5720.0,13.0,40.0,1.0,1.0,1
48.0,1.0,19.0,3.0,4720.0,2.0,30.0,1.0,1.0,0
49.0,1.0,22.0,5.0,3930.0,0.0,5.0,1.0,1.0,0
34.0,1.0,21.0,1.0,410.0,1.0,65.0,1.0,1.0,1
60.0,1.0,19.0,5.0,9130.0,2.0,21.0,1.0,1.0,0
44.0,1.0,22.0,1.0,1305.0,1.0,58.0,1.0,1.0,1
30.0,1.0,16.0,5.0,5522.0,0.0,40.0,2.0,1.0,0
38.0,3.0,15.0,5.0,5740.0,13.0,40.0,2.0,3.0,0
65.0,1.0,20.0,5.0,4720.0,0.0,25.0,1.0,1.0,0
20.0,1.0,16.0,5.0,4110.0,2.0,15.0,2.0,1.0,0
37.0,1.0,21.0,1.0,630.0,1.0,50.0,2.0,1.0,1
24.0,1.0,19.0,5.0,4010.0,13.0,40.0,2.0,6.0,0
68.0,6.0,24.0,1.0,10.0,1.0,40.0,2.0,1.0,1
50.0,1.0,21.0,1.0,5120.0,1.0,40.0,2.0,1.0,1
24.0,3.0,19.0,5.0,4600.0,2.0,40.0,2.0,1.0,0
46.0,2.0,21.0,1.0,2752.0,0.0,30.0,2.0,1.0,0
27.0,1.0,18.0,5.0,9350.0,0.0,80.0,2.0,9.0,0
37.0,5.0,20.0,1.0,3740.0,1.0,72.0,1.0,1.0,1
53.0,1.0,16.0,1.0,5000.0,0.0,40.0,2.0,1.0,1
17.0,1.0,14.0,5.0,3960.0,2.0,25.0,1.0,1.0,0
64.0,1.0,19.0,1.0,4110.0,0.0,30.0,1.0,1.0,0
45.0,4.0,22.0,1.0,1750.0,1.0,30.0,2.0,1.0,1
26.0,2.0,21.0,5.0,2205.0,2.0,20.0,1.0,3.0,0
52.0,7.0,19.0,1.0,4920.0,0.0,40.0,2.0,1.0,0
37.0,3.0,21.0,1.0,2310.0,1.0,45.0,2.0,1.0,1
30.0,1.0,15.0,5.0,9005.0,2.0,24.0,1.0,8.0,0
31.0,1.0,19.0,5.0,9600.0,16.0,35.0,1.0,8.0,0
59.0,1.0,20.0,1.0,6260.0,0.0,25.0,1.0,1.0,0
18.0,1.0,16.0,5.0,9645.0,2.0,5.0,1.0,1.0,0
31.0,1.0,21.0,5.0,2360.0,2.0,44.0,1.0,1.0,1
42.0,2.0,24.0,1.0,2205.0,0.0,60.0,2.0,1.0,1
40.0,1.0,19.0,5.0,5240.0,2.0,40.0,1.0,9.0,0
34.0,2.0,20.0,5.0,2330.0,0.0,32.0,2.0,9.0,0
44.0,1.0,21.0,1.0,630.0,1.0,40.0,2.0,1.0,1
18.0,1.0,19.0,5.0,4640.0,17.0,12.0,2.0,1.0,0
40.0,1.0,24.0,1.0,845.0,0.0,60.0,1.0,1.0,1
18.0,1.0,16.0,5.0,2350.0,17.0,3.0,1.0,6.0,0
22.0,1.0,21.0,5.0,4760.0,12.0,25.0,2.0,1.0,0
47.0,1.0,21.0,5.0,9620.0,0.0,40.0,1.0,2.0,1
18.0,1.0,18.0,5.0,4140.0,17.0,10.0,1.0,1.0,0
55.0,1.0,21.0,1.0,51.0,1.0,50.0,2.0,1.0,1
43.0,1.0,17.0,1.0,5522.0,0.0,40.0,1.0,9.0,1
30.0,1.0,16.0,5.0,5860.0,4.0,40.0,1.0,1.0,0
67.0,2.0,22.0,3.0,2014.0,0.0,32.0,1.0,1.0,1
52.0,7.0,19.0,1.0,4760.0,0.0,40.0,1.0,1.0,1
19.0,1.0,16.0,5.0,2722.0,2.0,4.0,2.0,1.0,0
46.0,1.0,19.0,3.0,5300.0,0.0,40.0,1.0,1.0,1
20.0,1.0,13.0,5.0,7360.0,2.0,60.0,1.0,1.0,0
28.0,1.0,16.0,5.0,9645.0,0.0,30.0,1.0,1.0,0
24.0,1.0,22.0,5.0,1410.0,12.0,40.0,1.0,1.0,0
35.0,2.0,21.0,1.0,3230.0,0.0,32.0,2.0,1.0,0
44.0,1.0,21.0,1.0,1420.0,0.0,20.0,2.0,1.0,0
50.0,1.0,22.0,1.0,3030.0,1.0,40.0,2.0,1.0,1
31.0,1.0,21.0,5.0,705.0,0.0,40.0,2.0,9.0,1
54.0,1.0,19.0,1.0,4220.0,1.0,40.0,1.0,1.0,1
22.0,2.0,21.0,5.0,2640.0,2.0,58.0,2.0,6.0,0
73.0,7.0,21.0,1.0,440.0,1.0,15.0,2.0,1.0,0
35.0,1.0,21.0,1.0,4760.0,0.0,40.0,1.0,1.0,0
31.0,1.0,18.0,1.0,220.0,1.0,40.0,1.0,1.0,0
65.0,2.0,21.0,2.0,800.0,0.0,60.0,1.0,1.0,1
